timestamp,open,high,low,close,volume
2025-09-13 14:00:00,119.42,120.34,118.66,119.84,18642.958
2025-09-13 15:00:00,119.84,120.37,118.6,119.11,45243.705
2025-09-13 16:00:00,119.12,119.63,118.27,118.65,31762.064
2025-09-13 17:00:00,118.65,120.75,117.8,119.95,49795.038
2025-09-13 18:00:00,119.95,120.04,118.72,119.66,13862.346
2025-09-13 19:00:00,119.67,119.87,119.16,119.29,12094.841
2025-09-13 20:00:00,119.29,119.86,119.28,119.68,7010.836
2025-09-13 21:00:00,119.68,120.18,119.62,119.96,8747.43
2025-09-13 22:00:00,119.96,120.18,118.96,119.29,86412.593
2025-09-13 23:00:00,119.29,119.69,118.99,119.22,45435.899
2025-09-14 00:00:00,119.22,119.33,118.55,118.77,19772.263
2025-09-14 01:00:00,118.76,118.76,116.87,118.33,99568.238
2025-09-14 02:00:00,118.33,118.83,116.98,117.69,112717.795
2025-09-14 03:00:00,117.68,117.93,115.74,116.37,106685.087
2025-09-14 04:00:00,116.37,117.0,116.03,116.87,21900.92
2025-09-14 05:00:00,116.87,117.48,116.85,117.45,6595.312
2025-09-14 06:00:00,117.44,117.52,116.78,117.19,6762.515
2025-09-14 07:00:00,117.18,117.25,116.52,116.78,8262.345
2025-09-14 08:00:00,116.77,117.07,115.95,116.77,31081.51
2025-09-14 09:00:00,116.77,117.22,116.55,116.98,9872.57
2025-09-14 10:00:00,116.98,117.02,116.45,116.57,12038.636
2025-09-14 11:00:00,116.57,116.7,115.42,115.52,26565.081
2025-09-14 12:00:00,115.52,115.99,114.9,115.34,22168.152
2025-09-14 13:00:00,115.34,115.45,114.54,114.92,21767.733
2025-09-14 14:00:00,114.91,115.38,113.93,114.66,29737.946
2025-09-14 15:00:00,114.66,114.98,114.17,114.75,24511.096
2025-09-14 16:00:00,114.74,115.28,114.58,114.92,20807.614
2025-09-14 17:00:00,114.92,115.55,114.75,115.39,15236.749
2025-09-14 18:00:00,115.39,115.45,114.86,115.03,8089.94
2025-09-14 19:00:00,115.03,115.35,114.77,115.15,7364.832
2025-09-14 20:00:00,115.14,115.44,115.1,115.28,5892.325
2025-09-14 21:00:00,115.28,115.75,114.97,115.59,13891.298
2025-09-14 22:00:00,115.6,116.11,115.21,115.88,10770.083
2025-09-14 23:00:00,115.87,115.87,114.88,115.1,6504.287
2025-09-15 00:00:00,115.1,115.91,115.06,115.39,12425.986
2025-09-15 01:00:00,115.4,115.88,114.59,115.56,8768.802
2025-09-15 02:00:00,115.56,116.07,115.5,115.73,7720.51
2025-09-15 03:00:00,115.73,116.17,115.61,115.67,8537.085
2025-09-15 04:00:00,115.67,116.18,115.53,115.9,15989.206
2025-09-15 05:00:00,115.9,116.76,115.83,116.64,9926.82
2025-09-15 06:00:00,116.65,116.68,115.25,115.71,14165.753
2025-09-15 07:00:00,115.7,116.31,114.61,114.9,18753.448
2025-09-15 08:00:00,114.9,114.9,112.41,112.83,76619.266
2025-09-15 09:00:00,112.82,113.79,112.66,113.7,24164.217
2025-09-15 10:00:00,113.69,113.7,112.85,113.46,9432.717
2025-09-15 11:00:00,113.47,114.23,113.13,113.91,25182.302
2025-09-15 12:00:00,113.9,114.04,113.18,113.24,10453.74
2025-09-15 13:00:00,113.24,114.06,112.96,113.82,39565.883
2025-09-15 14:00:00,113.83,113.87,112.74,112.81,24377.269
2025-09-15 15:00:00,112.82,113.28,112.39,113.11,31143.652
2025-09-15 16:00:00,113.1,113.1,111.92,112.19,22746.492
2025-09-15 17:00:00,112.19,113.14,112.14,113.1,20800.203
2025-09-15 18:00:00,113.1,113.52,112.68,113.4,6829.98
2025-09-15 19:00:00,113.4,113.72,112.9,113.26,6767.762
2025-09-15 20:00:00,113.26,113.57,113.15,113.45,4969.981
2025-09-15 21:00:00,113.46,113.77,113.24,113.65,10685.227
2025-09-15 22:00:00,113.65,113.72,113.32,113.57,12075.941
2025-09-15 23:00:00,113.56,113.78,113.46,113.72,7161.129
2025-09-16 00:00:00,113.72,113.74,113.15,113.42,7131.869
2025-09-16 01:00:00,113.42,114.01,113.1,113.17,20785.696
2025-09-16 02:00:00,113.17,113.55,112.84,112.92,9058.099
2025-09-16 03:00:00,112.93,113.09,112.55,112.55,15268.693
2025-09-16 04:00:00,112.55,113.14,112.0,113.12,33891.481
2025-09-16 05:00:00,113.12,114.48,113.07,114.24,23913.411
2025-09-16 06:00:00,114.24,114.43,113.59,113.85,11870.989
2025-09-16 07:00:00,113.85,115.16,113.85,114.79,26261.049
2025-09-16 08:00:00,114.8,115.23,114.18,114.58,25322.562
2025-09-16 09:00:00,114.59,115.04,114.39,114.99,25311.418
2025-09-16 10:00:00,114.99,115.06,114.22,114.25,11392.917
2025-09-16 11:00:00,114.25,114.58,113.97,114.34,12544.753
2025-09-16 12:00:00,114.34,114.58,114.19,114.29,8281.126
2025-09-16 13:00:00,114.29,114.72,113.62,114.52,20853.065
2025-09-16 14:00:00,114.51,114.61,113.2,114.54,50983.313
2025-09-16 15:00:00,114.54,115.09,114.14,115.04,18203.259
2025-09-16 16:00:00,115.05,115.29,114.48,115.13,20254.488
2025-09-16 17:00:00,115.12,115.79,115.01,115.17,24789.808
2025-09-16 18:00:00,115.17,115.56,114.8,114.92,9826.17
2025-09-16 19:00:00,114.92,115.26,114.77,115.19,11588.228
2025-09-16 20:00:00,115.18,115.26,114.7,114.86,8634.443
2025-09-16 21:00:00,114.86,115.47,114.82,115.44,15395.638
2025-09-16 22:00:00,115.45,115.56,115.08,115.25,12485.553
2025-09-16 23:00:00,115.26,115.28,114.86,115.03,7511.881
2025-09-17 00:00:00,115.02,115.33,114.97,115.03,5445.26
2025-09-17 01:00:00,115.03,115.29,114.84,115.22,10711.254
2025-09-17 02:00:00,115.22,115.87,115.05,115.59,11428.485
2025-09-17 03:00:00,115.58,115.72,114.54,114.69,13263.166
2025-09-17 04:00:00,114.69,114.85,113.76,114.04,11654.685
2025-09-17 05:00:00,114.04,114.79,113.95,114.75,12894.271
2025-09-17 06:00:00,114.75,115.36,114.52,115.32,14552.744
2025-09-17 07:00:00,115.32,115.43,115.0,115.25,8553.193
2025-09-17 08:00:00,115.25,115.35,114.72,115.12,14421.809
2025-09-17 09:00:00,115.12,115.18,114.52,114.53,7326.568
2025-09-17 10:00:00,114.54,114.72,113.94,114.11,13442.463
2025-09-17 11:00:00,114.11,114.55,114.06,114.16,15419.195
2025-09-17 12:00:00,114.16,114.45,113.77,114.29,16547.086
2025-09-17 13:00:00,114.3,114.65,114.02,114.27,12019.446
2025-09-17 14:00:00,114.28,114.73,113.5,113.91,87413.179
2025-09-17 15:00:00,113.92,114.27,113.8,113.86,10520.277
2025-09-17 16:00:00,113.85,114.38,113.35,114.26,10969.894
2025-09-17 17:00:00,114.27,115.33,113.74,113.79,22671.342
2025-09-17 18:00:00,113.78,115.16,113.13,113.73,83906.468
2025-09-17 19:00:00,113.72,115.09,113.7,114.97,16128.097
2025-09-17 20:00:00,114.95,115.54,114.37,114.47,15567.498
2025-09-17 21:00:00,114.46,115.64,114.01,115.56,12565.287
2025-09-17 22:00:00,115.57,117.29,115.56,117.12,34593.288
2025-09-17 23:00:00,117.13,117.6,116.67,117.0,34071.862
2025-09-18 00:00:00,117.0,117.75,116.77,116.92,25351.1
2025-09-18 01:00:00,116.93,117.65,116.78,117.37,12441.036
2025-09-18 02:00:00,117.37,117.6,117.01,117.57,9278.85
2025-09-18 03:00:00,117.56,118.12,117.47,117.8,27608.078
2025-09-18 04:00:00,117.81,118.0,117.32,117.46,15374.25
2025-09-18 05:00:00,117.46,117.47,116.66,116.89,9459.591
2025-09-18 06:00:00,116.89,116.97,114.91,115.05,49277.676
2025-09-18 07:00:00,115.05,115.87,115.02,115.5,13140.22
2025-09-18 08:00:00,115.5,116.18,115.44,116.13,17299.571
2025-09-18 09:00:00,116.12,116.26,115.84,115.91,22053.65
2025-09-18 10:00:00,115.91,116.04,115.13,115.33,31870.931
2025-09-18 11:00:00,115.34,115.78,115.29,115.75,9602.129
2025-09-18 12:00:00,115.75,115.95,115.39,115.73,15866.067
2025-09-18 13:00:00,115.73,116.46,115.49,116.01,16963.287
2025-09-18 14:00:00,116.01,116.51,115.97,116.27,16988.489
2025-09-18 15:00:00,116.27,117.57,116.1,117.05,82637.861
2025-09-18 16:00:00,117.05,117.9,117.0,117.23,38795.392
2025-09-18 17:00:00,117.22,118.37,117.06,118.19,32401.503
2025-09-18 18:00:00,118.19,118.8,118.02,118.75,13708.636
2025-09-18 19:00:00,118.75,118.76,117.84,118.48,14445.422
2025-09-18 20:00:00,118.49,119.11,118.4,118.78,19148.779
2025-09-18 21:00:00,118.78,118.85,118.13,118.17,14692.842
2025-09-18 22:00:00,118.17,118.64,117.91,118.07,14657.229
2025-09-18 23:00:00,118.07,118.35,117.59,118.19,16173.067
2025-09-19 00:00:00,118.19,119.17,118.19,119.16,14032.331
2025-09-19 01:00:00,119.16,119.47,118.41,118.65,24196.754
2025-09-19 02:00:00,118.64,119.03,117.78,117.86,29690.198
2025-09-19 03:00:00,117.87,118.31,117.11,117.17,16389.408
2025-09-19 04:00:00,117.16,117.4,116.28,117.39,15422.098
2025-09-19 05:00:00,117.39,117.4,116.5,117.35,15184.704
2025-09-19 06:00:00,117.35,117.75,116.69,116.69,12808.212
2025-09-19 07:00:00,116.68,117.72,116.63,117.55,11967.081
2025-09-19 08:00:00,117.56,117.8,116.85,117.08,10870.99
2025-09-19 09:00:00,117.09,117.57,116.13,116.44,14801.501
2025-09-19 10:00:00,116.44,116.82,116.25,116.58,9013.999
2025-09-19 11:00:00,116.59,116.61,115.51,115.76,21143.179
2025-09-19 12:00:00,115.77,116.27,115.58,115.84,13856.203
2025-09-19 13:00:00,115.83,116.55,115.8,116.24,15016.413
2025-09-19 14:00:00,116.24,116.5,115.3,115.59,20064.14
2025-09-19 15:00:00,115.59,115.67,114.54,115.47,42877.746
2025-09-19 16:00:00,115.47,115.8,115.36,115.46,14355.279
2025-09-19 17:00:00,115.46,115.46,114.41,114.51,21633.055
2025-09-19 18:00:00,114.5,114.64,113.86,113.99,25029.785
2025-09-19 19:00:00,113.98,114.61,113.82,113.83,9670.105
2025-09-19 20:00:00,113.83,114.23,113.82,113.83,7544.598
2025-09-19 21:00:00,113.82,114.29,113.61,114.27,6458.269
2025-09-19 22:00:00,114.27,114.5,114.23,114.27,6310.01
2025-09-19 23:00:00,114.27,114.3,113.37,114.04,8045.766
2025-09-20 00:00:00,114.03,114.55,113.9,114.54,6144.062
2025-09-20 01:00:00,114.54,114.58,113.93,114.09,7406.31
2025-09-20 02:00:00,114.08,114.27,113.48,114.24,8184.778
2025-09-20 03:00:00,114.24,114.51,113.96,114.29,6293.294
2025-09-20 04:00:00,114.29,114.6,114.21,114.33,8272.316
2025-09-20 05:00:00,114.33,114.65,114.21,114.65,6791.383
2025-09-20 06:00:00,114.65,114.65,114.36,114.57,5342.332
2025-09-20 07:00:00,114.57,115.31,114.55,115.18,10991.588
2025-09-20 08:00:00,115.17,115.17,114.28,114.32,8602.935
2025-09-20 09:00:00,114.31,114.56,113.66,113.92,17257.915
2025-09-20 10:00:00,113.92,114.23,113.59,113.61,10534.316
2025-09-20 11:00:00,113.61,113.99,113.4,113.97,6185.614
2025-09-20 12:00:00,113.97,114.07,113.79,113.94,5682.009
2025-09-20 13:00:00,113.94,114.0,113.44,113.76,7887.431
2025-09-20 14:00:00,113.76,114.4,113.41,114.33,11298.352
2025-09-20 15:00:00,114.32,114.84,114.31,114.7,12752.953
2025-09-20 16:00:00,114.69,114.89,114.23,114.58,5752.465
2025-09-20 17:00:00,114.58,114.61,114.09,114.16,5230.866
2025-09-20 18:00:00,114.16,114.16,113.64,113.75,4862.368
2025-09-20 19:00:00,113.75,114.08,113.6,113.8,5504.748
2025-09-20 20:00:00,113.79,114.15,113.69,114.06,3778.014
2025-09-20 21:00:00,114.07,114.42,113.87,114.1,6919.944
2025-09-20 22:00:00,114.09,114.23,113.93,114.18,3129.639
2025-09-20 23:00:00,114.18,114.18,113.68,113.92,3313.96
2025-09-21 00:00:00,113.92,114.41,113.7,114.31,6128.822
2025-09-21 01:00:00,114.3,114.38,113.85,113.96,3529.658
2025-09-21 02:00:00,113.97,114.4,113.83,114.33,4230.908
2025-09-21 03:00:00,114.32,114.45,114.21,114.45,3361.288
2025-09-21 04:00:00,114.44,114.46,114.05,114.31,1850.464
2025-09-21 05:00:00,114.32,114.81,114.17,114.78,5412.843
2025-09-21 06:00:00,114.79,114.99,114.62,114.87,12546.313
2025-09-21 07:00:00,114.86,115.42,114.73,115.39,11152.543
2025-09-21 08:00:00,115.39,115.49,114.9,115.18,11455.063
2025-09-21 09:00:00,115.19,115.44,114.46,115.33,18606.713
2025-09-21 10:00:00,115.33,116.27,114.86,114.94,20217.266
2025-09-21 11:00:00,114.93,115.18,114.67,114.73,6148.984
2025-09-21 12:00:00,114.74,115.39,114.6,114.7,4537.314
2025-09-21 13:00:00,114.7,115.14,114.66,115.09,8990.756
2025-09-21 14:00:00,115.09,115.29,114.71,114.77,5355.852
2025-09-21 15:00:00,114.75,115.57,114.73,115.45,10446.35
2025-09-21 16:00:00,115.45,115.58,114.75,115.1,13756.891
2025-09-21 17:00:00,115.1,115.88,114.6,115.85,10912.129
2025-09-21 18:00:00,115.84,115.96,115.25,115.35,11326.856
2025-09-21 19:00:00,115.36,115.42,114.86,115.25,7902.214
2025-09-21 20:00:00,115.24,115.37,114.9,115.07,9415.977
2025-09-21 21:00:00,115.07,115.21,114.72,114.93,6346.794
2025-09-21 22:00:00,114.93,115.14,114.27,114.91,7372.29
2025-09-21 23:00:00,114.9,114.9,113.94,114.0,8475.416
2025-09-22 00:00:00,113.99,114.51,111.33,111.62,88788.658
2025-09-22 01:00:00,111.61,112.61,111.5,111.92,24832.46
2025-09-22 02:00:00,111.93,112.19,110.01,110.71,43069.87
2025-09-22 03:00:00,110.7,111.48,110.7,111.38,16793.436
2025-09-22 04:00:00,111.38,111.54,110.86,111.18,17107.703
2025-09-22 05:00:00,111.17,111.17,109.39,109.43,30169.942
2025-09-22 06:00:00,109.44,109.57,102.2,106.91,208669.7
2025-09-22 07:00:00,106.9,106.9,105.33,105.49,46348.089
2025-09-22 08:00:00,105.48,106.0,104.88,105.63,30673.879
2025-09-22 09:00:00,105.63,105.67,104.8,105.02,26460.92
2025-09-22 10:00:00,105.03,105.92,104.79,105.75,21110.294
2025-09-22 11:00:00,105.75,105.86,105.29,105.64,19236.045
2025-09-22 12:00:00,105.64,106.24,105.32,106.08,23603.756
2025-09-22 13:00:00,106.07,106.47,105.6,106.42,21395.67
2025-09-22 14:00:00,106.43,106.7,105.68,105.87,23444.713
2025-09-22 15:00:00,105.87,106.01,104.83,105.27,20977.301
2025-09-22 16:00:00,105.26,105.75,104.99,105.1,16266.741
2025-09-22 17:00:00,105.11,105.49,104.59,105.38,17334.371
2025-09-22 18:00:00,105.38,105.62,104.9,104.92,19661.972
2025-09-22 19:00:00,104.91,105.14,104.59,104.77,15105.531
2025-09-22 20:00:00,104.76,106.09,104.62,105.88,13899.734
2025-09-22 21:00:00,105.89,106.16,105.47,106.13,10306.711
2025-09-22 22:00:00,106.12,106.12,105.67,105.72,3728.845
2025-09-22 23:00:00,105.72,105.93,105.63,105.65,8689.393
2025-09-23 00:00:00,105.66,105.96,105.24,105.45,27169.989
2025-09-23 01:00:00,105.45,106.09,105.17,105.38,8901.01
2025-09-23 02:00:00,105.39,106.16,104.74,104.82,15498.276
2025-09-23 03:00:00,104.82,106.65,104.39,106.16,22183.067
2025-09-23 04:00:00,106.16,106.46,105.5,105.96,15893.346
2025-09-23 05:00:00,105.95,106.23,105.63,105.69,13878.708
2025-09-23 06:00:00,105.7,106.57,105.63,106.44,14560.741
2025-09-23 07:00:00,106.43,106.57,106.07,106.24,14036.8
2025-09-23 08:00:00,106.24,106.52,106.07,106.43,7814.65
2025-09-23 09:00:00,106.42,106.68,105.75,105.95,14691.111
2025-09-23 10:00:00,105.95,106.44,105.81,106.36,6482.091
2025-09-23 11:00:00,106.35,106.64,105.91,106.5,7908.618
2025-09-23 12:00:00,106.5,107.24,106.4,107.0,20332.159
2025-09-23 13:00:00,106.99,107.05,106.16,106.41,16659.682
2025-09-23 14:00:00,106.41,106.93,106.1,106.4,13026.31
2025-09-23 15:00:00,106.4,106.98,106.19,106.77,15704.052
2025-09-23 16:00:00,106.76,106.83,105.88,106.58,13993.588
2025-09-23 17:00:00,106.57,106.62,105.36,105.55,13662.715
2025-09-23 18:00:00,105.55,106.22,105.54,106.01,17128.96
2025-09-23 19:00:00,106.0,106.69,105.67,106.01,13546.109
2025-09-23 20:00:00,106.0,106.53,105.67,106.53,11646.585
2025-09-23 21:00:00,106.53,106.76,105.74,106.4,9688.217
2025-09-23 22:00:00,106.4,106.45,106.06,106.3,5515.77
2025-09-23 23:00:00,106.31,106.59,106.06,106.07,9887.384
2025-09-24 00:00:00,106.07,106.84,106.04,106.63,5896.975
2025-09-24 01:00:00,106.63,107.6,106.5,107.54,10046.033
2025-09-24 02:00:00,107.54,107.59,106.8,107.1,14161.498
2025-09-24 03:00:00,107.1,107.22,105.71,105.79,25644.683
2025-09-24 04:00:00,105.8,106.92,104.56,106.56,31139.089
2025-09-24 05:00:00,106.55,107.35,106.39,107.25,7356.762
2025-09-24 06:00:00,107.25,107.5,106.27,106.92,139640.077
2025-09-24 07:00:00,106.93,107.05,106.54,106.87,11336.824
2025-09-24 08:00:00,106.87,107.07,106.71,106.76,6618.335
2025-09-24 09:00:00,106.76,107.03,106.58,106.9,6498.989
2025-09-24 10:00:00,106.91,107.14,106.72,107.11,12587.205
2025-09-24 11:00:00,107.1,107.43,106.99,107.2,6999.359
2025-09-24 12:00:00,107.2,107.31,105.97,106.44,28704.182
2025-09-24 13:00:00,106.44,106.82,106.16,106.29,9285.636
2025-09-24 14:00:00,106.29,107.69,106.29,107.34,12725.123
2025-09-24 15:00:00,107.34,107.46,106.76,106.82,13993.312
2025-09-24 16:00:00,106.83,106.88,106.49,106.6,14602.732
2025-09-24 17:00:00,106.6,107.1,106.48,106.7,9159.862
2025-09-24 18:00:00,106.69,106.71,106.26,106.28,8308.057
2025-09-24 19:00:00,106.29,106.3,105.79,106.1,19967.662
2025-09-24 20:00:00,106.1,106.35,105.81,106.3,7578.616
2025-09-24 21:00:00,106.3,106.53,105.83,105.91,5034.97
2025-09-24 22:00:00,105.92,106.29,105.81,105.91,5956.477
2025-09-24 23:00:00,105.91,106.12,105.46,105.52,17575.04
2025-09-25 00:00:00,105.52,105.83,105.13,105.25,14535.331
2025-09-25 01:00:00,105.24,105.56,104.62,104.99,19518.164
2025-09-25 02:00:00,104.99,105.82,104.53,105.44,14840.904
2025-09-25 03:00:00,105.45,105.45,104.17,104.84,18116.687
2025-09-25 04:00:00,104.84,105.12,103.31,103.8,27377.141
2025-09-25 05:00:00,103.81,104.82,103.35,104.63,15254.574
2025-09-25 06:00:00,104.61,104.61,103.78,103.85,12900.486
2025-09-25 07:00:00,103.83,104.35,103.64,103.97,12072.308
2025-09-25 08:00:00,103.97,104.58,103.73,104.0,8037.8
2025-09-25 09:00:00,103.99,104.67,103.81,103.82,11223.262
2025-09-25 10:00:00,103.82,104.28,103.36,103.36,9433.192
2025-09-25 11:00:00,103.36,103.61,102.93,103.45,12543.912
2025-09-25 12:00:00,103.45,104.19,101.85,103.89,52112.358
2025-09-25 13:00:00,103.89,104.82,103.45,103.87,29296.331
2025-09-25 14:00:00,103.88,105.27,103.88,104.77,16511.119
2025-09-25 15:00:00,104.77,104.85,104.15,104.52,14364.81
2025-09-25 16:00:00,104.53,104.71,103.03,103.14,24427.225
2025-09-25 17:00:00,103.14,103.15,100.25,100.89,72048.839
2025-09-25 18:00:00,100.88,103.21,100.46,103.18,28777.371
2025-09-25 19:00:00,103.19,103.77,102.59,102.78,13197.48
2025-09-25 20:00:00,102.78,102.94,102.16,102.3,8157.427
2025-09-25 21:00:00,102.3,103.14,101.94,102.87,20866.329
2025-09-25 22:00:00,102.87,103.19,102.18,102.41,11451.283
2025-09-25 23:00:00,102.41,102.98,101.52,102.28,18766.13
2025-09-26 00:00:00,102.28,103.67,102.27,103.55,11775.562
2025-09-26 01:00:00,103.55,103.9,103.32,103.53,12352.427
2025-09-26 02:00:00,103.52,103.9,103.04,103.29,4561.35
2025-09-26 03:00:00,103.3,103.42,102.69,103.2,5502.565
2025-09-26 04:00:00,103.2,103.5,102.84,103.13,7233.351
2025-09-26 05:00:00,103.13,103.63,102.62,102.96,7123.746
2025-09-26 06:00:00,102.96,103.59,102.65,102.99,10531.996
2025-09-26 07:00:00,103.0,103.36,102.42,103.09,7071.465
2025-09-26 08:00:00,103.1,103.29,102.71,102.79,13418.495
2025-09-26 09:00:00,102.79,102.91,101.67,102.02,21814.345
2025-09-26 10:00:00,102.03,102.08,101.2,101.5,12143.611
2025-09-26 11:00:00,101.51,102.1,100.97,101.93,11026.106
2025-09-26 12:00:00,101.93,103.19,101.3,102.8,27403.801
2025-09-26 13:00:00,102.8,103.5,102.29,103.32,15167.031
2025-09-26 14:00:00,103.31,103.41,102.37,102.86,10730.129
2025-09-26 15:00:00,102.87,103.72,102.82,103.4,8469.544
2025-09-26 16:00:00,103.39,104.1,103.37,103.97,7349.845
2025-09-26 17:00:00,103.97,104.78,103.94,104.71,11049.243
2025-09-26 18:00:00,104.72,104.88,104.44,104.54,7772.733
2025-09-26 19:00:00,104.54,104.56,103.73,104.12,9509.401
2025-09-26 20:00:00,104.12,104.29,103.9,103.92,5015.856
2025-09-26 21:00:00,103.92,104.39,103.83,104.36,5842.427
2025-09-26 22:00:00,104.36,104.78,104.25,104.43,6942.483
2025-09-26 23:00:00,104.43,104.66,104.32,104.55,5902.705
2025-09-27 00:00:00,104.54,104.54,104.06,104.3,5037.443
2025-09-27 01:00:00,104.31,104.31,103.78,103.88,3983.863
2025-09-27 02:00:00,103.88,104.03,103.26,103.59,25833.367
2025-09-27 03:00:00,103.59,104.08,103.57,103.84,5819.318
2025-09-27 04:00:00,103.84,104.0,103.76,103.88,4863.032
2025-09-27 05:00:00,103.88,103.93,103.64,103.82,2137.515
2025-09-27 06:00:00,103.82,103.88,103.64,103.87,2695.398
2025-09-27 07:00:00,103.88,104.02,103.55,103.75,4787.605
2025-09-27 08:00:00,103.74,103.89,103.46,103.61,5872.347
2025-09-27 09:00:00,103.62,104.14,103.33,104.05,6922.927
2025-09-27 10:00:00,104.06,104.5,103.94,104.27,12744.054
2025-09-27 11:00:00,104.27,104.27,103.93,103.96,3301.836
2025-09-27 12:00:00,103.97,104.47,103.95,104.4,3675.229
2025-09-27 13:00:00,104.4,104.46,104.27,104.31,2934.655
2025-09-27 14:00:00,104.31,104.87,104.3,104.6,9198.281
2025-09-27 15:00:00,104.59,104.93,104.37,104.91,5954.215
2025-09-27 16:00:00,104.91,104.96,104.72,104.74,4362.038
2025-09-27 17:00:00,104.75,104.76,104.07,104.58,8110.785
2025-09-27 18:00:00,104.57,104.65,104.37,104.46,6687.167
2025-09-27 19:00:00,104.46,104.61,104.25,104.58,5023.039
2025-09-27 20:00:00,104.58,104.71,104.45,104.59,2940.901
2025-09-27 21:00:00,104.6,104.75,104.52,104.66,9444.152
2025-09-27 22:00:00,104.66,104.93,104.61,104.68,3996.548
2025-09-27 23:00:00,104.69,104.81,104.42,104.46,4325.446
2025-09-28 00:00:00,104.47,104.63,104.15,104.19,3739.345
2025-09-28 01:00:00,104.19,104.22,103.69,103.87,3965.221
2025-09-28 02:00:00,103.87,104.05,103.67,103.79,2694.835
2025-09-28 03:00:00,103.79,103.94,103.57,103.87,2286.475
2025-09-28 04:00:00,103.87,104.02,103.71,104.0,3183.011
2025-09-28 05:00:00,104.01,104.22,103.68,104.01,3394.508
2025-09-28 06:00:00,104.01,104.12,103.72,103.9,5909.154
2025-09-28 07:00:00,103.9,104.25,103.73,104.1,4942.221
2025-09-28 08:00:00,104.11,104.19,103.56,103.66,3654.79
2025-09-28 09:00:00,103.66,103.74,103.37,103.51,3830.593
2025-09-28 10:00:00,103.51,103.62,103.17,103.6,10281.013
2025-09-28 11:00:00,103.6,103.64,103.11,103.34,8663.033
2025-09-28 12:00:00,103.34,103.37,102.7,103.18,16837.32
2025-09-28 13:00:00,103.18,104.2,103.1,104.03,6908.577
2025-09-28 14:00:00,104.03,104.47,103.93,104.21,6265.584
2025-09-28 15:00:00,104.21,104.58,104.19,104.58,4337.576
2025-09-28 16:00:00,104.57,104.96,104.37,104.85,9159.272
2025-09-28 17:00:00,104.84,105.27,104.82,105.11,10137.158
2025-09-28 18:00:00,105.1,105.41,104.92,105.4,6111.452
2025-09-28 19:00:00,105.4,105.62,105.17,105.62,4768.198
